claim_id,vehicle_id,claim_date,claim_amount,claim_status,component
W45430,V11967,2024-08-21,9426,Approved,Transmission
W45431,V13907,2023-07-19,1770,Rejected,AC
W45432,V18733,2022-07-05,4859,Rejected,Battery
W45433,V15187,2024-08-24,3014,Approved,Engine
W45434,V12904,2024-03-25,12445,Approved,Engine
W45435,V11099,2022-01-01,8248,Rejected,AC
W45436,V19793,2023-11-30,13152,Approved,Engine
W45437,V10432,2022-04-21,5533,Approved,AC
W45438,V12760,2024-06-03,3853,Approved,Transmission
W45439,V18799,2022-03-25,11374,Rejected,AC
W45440,V15090,2024-06-20,1354,Rejected,Suspension
W45441,V14294,2023-11-26,7867,Rejected,Suspension
W45442,V16507,2022-06-05,5060,Approved,Brake Pad
W45443,V14739,2024-04-05,13484,Approved,Battery
W45444,V18387,2024-09-15,12343,Approved,Engine
W45445,V15101,2022-05-17,10479,Approved,Transmission
W45446,V17614,2023-12-28,5752,Approved,Battery
W45447,V11657,2023-04-17,5504,Approved,Battery
W45448,V17244,2024-03-07,8279,Approved,Engine
W45449,V14858,2024-06-09,4568,Rejected,Transmission
W45450,V15696,2022-08-17,9926,Approved,Suspension
W45451,V12470,2024-04-11,13711,Rejected,AC
W45452,V17874,2024-01-04,11523,Rejected,Battery
W45453,V13111,2022-12-23,9345,Rejected,Brake Pad
W45454,V17701,2023-12-23,5803,Approved,AC
W45455,V10359,2023-12-08,14977,Approved,Suspension
W45456,V17829,2024-03-19,10790,Approved,AC
W45457,V11989,2023-06-21,10551,Approved,Engine
W45458,V12686,2024-08-25,1042,Approved,Brake Pad
W45459,V15682,2022-05-24,11118,Approved,Engine
W45460,V18143,2023-07-27,9273,Approved,Suspension
W45461,V16090,2023-06-02,7245,Rejected,Engine
W45462,V11705,2024-08-12,11017,Approved,AC
W45463,V10263,2023-08-26,2273,Approved,Transmission
W45464,V14259,2023-11-27,2096,Approved,Engine
W45465,V18876,2022-03-29,1225,Approved,Brake Pad
W45466,V19348,2023-09-12,10678,Approved,Transmission
W45467,V16564,2022-03-08,1681,Approved,AC
W45468,V14572,2023-04-23,5475,Approved,Engine
W45469,V14679,2024-04-28,1582,Rejected,Engine
W45470,V16556,2022-05-21,11911,Rejected,AC
W45471,V15765,2023-12-29,4509,Approved,Transmission
W45472,V16745,2022-05-03,5957,Rejected,Suspension
W45473,V18328,2022-07-03,2970,Approved,Brake Pad
W45474,V12438,2024-09-22,10648,Rejected,Battery
W45475,V10037,2022-10-21,2159,Approved,Transmission
W45476,V12788,2023-10-02,10325,Rejected,Battery
W45477,V12998,2023-12-29,1181,Approved,Engine
W45478,V17652,2024-03-14,3518,Approved,Engine
W45479,V18690,2022-04-05,2073,Approved,Suspension
W45480,V19883,2023-11-20,9336,Rejected,Battery
W45481,V14374,2023-09-25,14007,Approved,AC
W45482,V10589,2022-11-09,4687,Approved,Transmission
W45483,V13572,2023-06-15,13697,Rejected,Battery
W45484,V17327,2022-05-07,4360,Approved,AC
W45485,V18533,2022-11-08,11378,Rejected,AC
W45486,V12755,2023-01-26,3342,Rejected,AC
W45487,V11127,2022-06-01,14351,Rejected,AC
W45488,V12925,2022-01-05,2222,Approved,Transmission
W45489,V13180,2024-08-08,10972,Rejected,Transmission
W45490,V10274,2022-11-05,10855,Approved,Transmission
W45491,V16924,2023-06-16,8233,Rejected,Suspension
W45492,V18512,2022-02-15,6591,Approved,Transmission
W45493,V11580,2023-05-31,4005,Rejected,Battery
W45494,V13684,2022-09-27,10590,Approved,Battery
W45495,V16956,2022-03-28,9194,Approved,Suspension
W45496,V17020,2023-12-27,8454,Approved,AC
W45497,V10220,2022-07-10,2797,Approved,AC
W45498,V10402,2023-12-01,10942,Approved,Brake Pad
W45499,V13695,2023-01-28,13811,Rejected,Brake Pad
W45500,V16118,2022-04-05,11247,Rejected,AC
W45501,V15253,2024-09-16,5271,Approved,Suspension
W45502,V16788,2022-01-30,2740,Approved,Suspension
W45503,V16024,2024-05-14,6208,Approved,Engine
W45504,V17043,2024-01-02,4623,Rejected,Brake Pad
W45505,V18160,2023-05-03,8118,Rejected,Suspension
W45506,V11629,2024-01-27,10055,Rejected,Brake Pad
W45507,V18509,2023-01-26,2613,Approved,AC
W45508,V15385,2022-07-20,6173,Rejected,Suspension
W45509,V14785,2022-06-12,3820,Approved,Battery
W45510,V12421,2023-03-17,13083,Approved,Brake Pad
W45511,V11328,2022-11-06,10913,Approved,AC
W45512,V18107,2024-02-20,9987,Approved,Suspension
W45513,V10198,2023-12-27,7717,Approved,Engine
W45514,V10345,2023-10-31,1102,Rejected,AC
W45515,V11993,2022-06-02,9984,Rejected,AC
W45516,V17103,2023-06-02,2620,Approved,Battery
W45517,V13956,2024-02-20,7600,Approved,AC
W45518,V16593,2024-03-30,3379,Rejected,Battery
W45519,V18573,2022-06-30,11610,Approved,Transmission
W45520,V15330,2022-01-21,4830,Approved,Transmission
W45521,V15687,2024-05-01,10977,Approved,Battery
W45522,V13722,2022-11-10,12238,Rejected,Transmission
W45523,V19998,2024-08-20,8126,Approved,Brake Pad
W45524,V18106,2024-08-31,13817,Approved,Transmission
W45525,V10976,2024-07-16,14971,Rejected,Transmission
W45526,V17101,2022-12-28,2063,Approved,Engine
W45527,V12552,2022-09-07,11695,Approved,Engine
W45528,V15396,2024-05-23,3470,Rejected,Brake Pad
W45529,V18199,2024-04-01,14606,Approved,Suspension
W45530,V15402,2023-02-08,2929,Rejected,Suspension
W45531,V14702,2022-02-01,13603,Approved,Brake Pad
W45532,V12612,2022-06-05,2006,Approved,Transmission
W45533,V16468,2022-01-05,10857,Approved,AC
W45534,V16114,2022-02-02,3294,Approved,Brake Pad
W45535,V14265,2024-09-04,7250,Approved,AC
W45536,V12053,2023-05-27,6426,Rejected,Transmission
W45537,V10431,2024-05-06,7272,Approved,AC
W45538,V19043,2023-07-29,9655,Rejected,Brake Pad
W45539,V12502,2023-12-08,2713,Rejected,Brake Pad
W45540,V18367,2023-08-15,11032,Rejected,Transmission
W45541,V18541,2024-09-07,3434,Rejected,Suspension
W45542,V12510,2024-08-07,6740,Approved,Engine
W45543,V14764,2023-09-02,8116,Rejected,Suspension
W45544,V10426,2022-10-14,9820,Rejected,Transmission
W45545,V13696,2023-01-10,12853,Approved,Brake Pad
W45546,V11652,2022-06-15,6848,Approved,Engine
W45547,V16340,2023-12-05,8617,Rejected,Battery
W45548,V14873,2023-03-01,14177,Approved,Brake Pad
W45549,V13954,2024-03-08,10718,Approved,Battery
W45550,V19049,2023-01-01,3274,Rejected,Battery
W45551,V14620,2024-05-28,2787,Approved,Engine
W45552,V11100,2024-08-21,4314,Rejected,Suspension
W45553,V10974,2023-06-09,2721,Approved,Transmission
W45554,V15985,2022-12-30,14635,Approved,AC
W45555,V18601,2022-07-13,9766,Rejected,Suspension
W45556,V11319,2023-08-24,1815,Rejected,Suspension
W45557,V14459,2022-03-17,12157,Approved,Transmission
W45558,V16711,2022-10-08,4078,Approved,Suspension
W45559,V15969,2024-06-13,5701,Rejected,Transmission
W45560,V18279,2023-08-27,10888,Approved,Suspension
W45561,V14836,2022-04-10,14396,Approved,Transmission
W45562,V17465,2022-11-28,9395,Approved,Brake Pad
W45563,V12080,2022-09-07,5366,Approved,Battery
W45564,V12402,2023-07-25,10757,Approved,Brake Pad
W45565,V18860,2024-05-21,7852,Approved,Suspension
W45566,V16624,2024-06-09,13881,Rejected,Brake Pad
W45567,V15902,2024-09-23,12838,Approved,Engine
W45568,V11999,2024-03-05,7184,Approved,Battery
W45569,V11533,2022-02-18,12666,Approved,Engine
W45570,V15269,2022-08-03,7047,Rejected,Engine
W45571,V12649,2024-03-04,5041,Rejected,Brake Pad
W45572,V11024,2023-08-08,9800,Approved,Transmission
W45573,V14561,2024-03-01,8132,Approved,Battery
W45574,V13332,2022-07-03,11678,Approved,Suspension
W45575,V13075,2024-07-21,11361,Approved,Engine
W45576,V13408,2024-05-18,9434,Rejected,Brake Pad
W45577,V13768,2024-07-18,10739,Rejected,Suspension
W45578,V10429,2022-06-02,3625,Approved,Brake Pad
W45579,V12397,2024-04-05,9116,Approved,Suspension
W45580,V14325,2023-06-09,12731,Approved,Engine
W45581,V10056,2023-07-02,11864,Rejected,Brake Pad
W45582,V13246,2023-09-03,2035,Approved,Suspension
W45583,V14154,2022-03-09,7973,Rejected,Engine
W45584,V12624,2024-08-31,5479,Rejected,AC
W45585,V19235,2024-05-19,8186,Rejected,Engine
W45586,V10482,2022-06-15,11282,Rejected,Engine
W45587,V19517,2024-08-28,7144,Rejected,Brake Pad
W45588,V11941,2024-07-28,7616,Rejected,Brake Pad
W45589,V11301,2024-06-25,4385,Approved,Brake Pad
W45590,V11946,2022-03-23,7843,Approved,Battery
W45591,V16725,2023-07-13,4002,Approved,AC
W45592,V16794,2023-12-28,10695,Approved,Brake Pad
W45593,V15937,2022-03-24,1538,Rejected,Battery
W45594,V14093,2022-03-09,13267,Approved,Engine
W45595,V12641,2024-03-29,8863,Approved,Suspension
W45596,V11517,2024-05-14,2647,Approved,Transmission
W45597,V11505,2023-10-07,8781,Approved,AC
W45598,V13257,2023-11-04,2961,Rejected,Brake Pad
W45599,V13503,2022-07-23,10697,Rejected,Brake Pad
W45600,V14890,2022-03-17,7012,Approved,Engine
W45601,V16605,2022-05-13,8227,Approved,Brake Pad
W45602,V16056,2022-03-22,2622,Rejected,Suspension
W45603,V15159,2023-03-01,13109,Approved,Transmission
W45604,V12998,2022-05-01,12228,Approved,Engine
W45605,V10960,2022-05-04,6134,Approved,Transmission
W45606,V11252,2023-12-05,5432,Rejected,AC
W45607,V18459,2023-07-10,8557,Approved,Battery
W45608,V13446,2022-12-24,12099,Rejected,AC
W45609,V17343,2022-11-15,12350,Approved,AC
W45610,V12009,2024-01-12,3963,Rejected,Transmission
W45611,V14082,2022-10-08,6894,Rejected,Brake Pad
W45612,V19487,2022-07-09,4658,Approved,Suspension
W45613,V17825,2023-02-27,14787,Approved,AC
W45614,V15817,2024-06-21,12273,Approved,Transmission
W45615,V18110,2022-01-08,13038,Approved,Engine
W45616,V10060,2024-01-04,13500,Approved,Battery
W45617,V14508,2023-05-19,2977,Approved,AC
W45618,V16298,2023-10-04,3640,Rejected,Transmission
W45619,V11352,2022-01-26,8358,Approved,Battery
W45620,V15604,2024-03-27,11237,Approved,AC
W45621,V19140,2022-01-09,13570,Approved,Transmission
W45622,V12142,2024-03-20,10610,Rejected,Transmission
W45623,V16537,2024-06-26,3626,Approved,Brake Pad
W45624,V17670,2023-05-16,11871,Rejected,Transmission
W45625,V15140,2024-08-03,9660,Approved,AC
W45626,V10458,2024-06-15,14395,Approved,AC
W45627,V16836,2023-08-15,6532,Approved,Transmission
W45628,V16623,2024-06-12,13196,Approved,Transmission
W45629,V19454,2023-09-17,10524,Approved,AC
W45630,V16419,2024-09-04,14086,Approved,Suspension
W45631,V14902,2023-07-19,7114,Approved,Engine
W45632,V14197,2022-06-19,7933,Approved,Engine
W45633,V17751,2023-01-17,10243,Rejected,Engine
W45634,V14175,2022-09-28,2539,Approved,Engine
W45635,V12896,2023-09-17,8245,Rejected,Brake Pad
W45636,V16867,2022-09-22,4539,Approved,Brake Pad
W45637,V10978,2024-02-04,5208,Approved,Engine
W45638,V13779,2024-03-08,14803,Approved,Transmission
W45639,V10497,2023-10-18,12801,Approved,Battery
W45640,V12291,2023-01-04,7720,Approved,AC
W45641,V10050,2023-06-27,12402,Approved,Brake Pad
W45642,V16670,2022-07-20,12730,Rejected,Brake Pad
W45643,V13659,2022-01-16,3360,Rejected,AC
W45644,V13636,2022-08-27,8320,Approved,Suspension
W45645,V19659,2023-10-12,8646,Approved,Suspension
W45646,V14126,2022-07-03,2294,Rejected,Suspension
W45647,V10100,2024-05-28,14490,Approved,Brake Pad
W45648,V19892,2024-08-29,9147,Approved,Suspension
W45649,V11633,2022-03-03,4867,Approved,AC
W45650,V15754,2024-02-03,12771,Rejected,AC
W45651,V10278,2022-05-28,13946,Rejected,Brake Pad
W45652,V13062,2024-05-04,5409,Approved,Transmission
W45653,V11222,2022-09-15,13264,Approved,Engine
W45654,V11722,2022-06-23,10933,Approved,Suspension
W45655,V15118,2023-02-10,2684,Approved,AC
W45656,V14591,2023-01-17,1813,Rejected,Battery
W45657,V18592,2024-02-06,7569,Rejected,Suspension
W45658,V12689,2023-03-20,9208,Rejected,AC
W45659,V14468,2023-08-09,2942,Approved,Suspension
W45660,V17421,2024-07-12,4607,Rejected,Battery
W45661,V18563,2022-12-26,13573,Approved,Battery
W45662,V17063,2022-09-14,9228,Approved,Brake Pad
W45663,V11204,2022-01-22,11421,Rejected,AC
W45664,V17937,2022-06-02,12075,Approved,AC
W45665,V18335,2023-09-17,3453,Rejected,Brake Pad
W45666,V14485,2024-05-05,11614,Approved,Transmission
W45667,V18746,2024-07-23,5854,Rejected,Battery
W45668,V11913,2023-02-14,11923,Approved,Transmission
W45669,V19832,2022-05-27,4798,Approved,Battery
W45670,V19229,2023-02-01,9750,Approved,Brake Pad
W45671,V15023,2023-04-24,7219,Rejected,AC
W45672,V10644,2022-01-21,12248,Approved,Engine
W45673,V15149,2023-07-14,2739,Approved,Suspension
W45674,V13934,2024-09-11,2377,Approved,Suspension
W45675,V10407,2022-06-07,14401,Approved,Brake Pad
W45676,V12073,2023-08-08,12835,Approved,Battery
W45677,V18354,2022-12-03,7158,Approved,Suspension
W45678,V13382,2024-02-15,9545,Approved,Suspension
W45679,V15060,2022-01-08,2443,Approved,Battery
W45680,V15736,2022-08-28,13501,Approved,Brake Pad
W45681,V15112,2022-06-17,9942,Rejected,Suspension
W45682,V14893,2024-06-01,3835,Approved,Battery
W45683,V10471,2022-07-16,10478,Approved,Brake Pad
W45684,V11706,2023-04-18,10909,Approved,Battery
W45685,V14231,2022-05-01,9471,Approved,Brake Pad
W45686,V17804,2022-08-23,3790,Approved,Brake Pad
W45687,V19494,2022-06-08,13273,Approved,Battery
W45688,V16112,2022-05-20,3755,Approved,Engine
W45689,V12535,2024-04-15,10519,Approved,Brake Pad
W45690,V19285,2022-03-05,13844,Approved,Brake Pad
W45691,V10601,2022-01-23,12921,Approved,AC
W45692,V19071,2022-12-07,9907,Approved,Engine
W45693,V15270,2022-07-06,3811,Rejected,Suspension
W45694,V10975,2024-06-07,2313,Rejected,Battery
W45695,V15234,2024-04-18,10977,Approved,Engine
W45696,V18490,2022-08-05,7621,Rejected,Transmission
W45697,V10916,2022-10-05,1790,Approved,Battery
W45698,V11354,2024-01-21,13602,Approved,Brake Pad
W45699,V17219,2024-01-03,3315,Approved,Engine
W45700,V13607,2024-02-22,5888,Approved,Suspension
W45701,V15850,2024-08-27,12161,Rejected,Engine
W45702,V13008,2024-07-02,7415,Approved,Engine
W45703,V13878,2022-06-06,11521,Rejected,Suspension
W45704,V10743,2024-09-12,12898,Rejected,Battery
W45705,V11929,2024-01-07,3988,Rejected,AC
W45706,V16174,2024-05-25,13903,Approved,Brake Pad
W45707,V14190,2023-07-11,4843,Approved,Brake Pad
W45708,V19345,2023-05-22,7247,Rejected,Transmission
W45709,V14005,2023-05-30,1230,Rejected,Suspension
W45710,V16611,2022-06-12,9438,Rejected,AC
W45711,V12418,2024-01-25,5883,Rejected,Suspension
W45712,V15801,2023-01-30,10933,Rejected,Transmission
W45713,V13951,2023-03-18,13300,Approved,AC
W45714,V13772,2023-10-10,14654,Approved,Battery
W45715,V19104,2022-04-01,5099,Approved,Engine
W45716,V18340,2023-10-14,3638,Approved,AC
W45717,V14692,2023-06-06,14517,Approved,Brake Pad
W45718,V15396,2022-09-17,2157,Rejected,Transmission
W45719,V18292,2024-09-11,1552,Approved,Transmission
W45720,V19497,2023-11-03,3636,Approved,Suspension
W45721,V12487,2023-09-05,14521,Approved,Engine
W45722,V19200,2024-08-20,11027,Rejected,Suspension
W45723,V10784,2022-05-15,1765,Approved,Suspension
W45724,V10280,2023-09-03,8266,Approved,AC
W45725,V12219,2022-02-07,3107,Rejected,Battery
W45726,V10376,2024-02-10,14162,Approved,Suspension
W45727,V10095,2022-10-15,9012,Approved,Battery
W45728,V18193,2023-12-26,3228,Approved,Battery
W45729,V17828,2022-06-27,10057,Rejected,Battery
W45730,V13728,2024-05-22,12774,Approved,Brake Pad
W45731,V16034,2022-04-24,14639,Approved,Battery
W45732,V19056,2022-08-27,11784,Approved,Brake Pad
W45733,V12319,2023-09-23,10586,Approved,Brake Pad
W45734,V19008,2024-07-27,12498,Approved,Engine
W45735,V14944,2023-09-27,10079,Approved,Suspension
W45736,V13297,2023-02-17,14728,Approved,Brake Pad
W45737,V19372,2023-06-04,11317,Approved,Brake Pad
W45738,V18086,2023-03-09,14560,Rejected,Transmission
W45739,V11651,2022-04-16,14488,Rejected,Engine
W45740,V13428,2022-07-11,2510,Approved,AC
W45741,V19921,2022-12-21,8285,Approved,Battery
W45742,V18347,2023-05-21,5470,Approved,Brake Pad
W45743,V11913,2023-09-19,11629,Approved,Battery
W45744,V19305,2024-04-16,1901,Approved,AC
W45745,V18349,2022-11-19,11804,Approved,Transmission
W45746,V19571,2024-05-27,13792,Approved,Transmission
W45747,V16533,2024-05-07,7386,Approved,Transmission
W45748,V14132,2023-09-24,3141,Approved,Suspension
W45749,V16625,2022-12-18,2258,Approved,AC
W45750,V13700,2023-05-19,7825,Approved,Engine
W45751,V13814,2022-06-11,9366,Approved,Brake Pad
W45752,V10833,2022-03-27,1183,Approved,Battery
W45753,V10799,2023-01-01,6476,Rejected,Suspension
W45754,V14215,2024-03-18,6252,Approved,Brake Pad
W45755,V17696,2023-03-01,14559,Approved,Suspension
W45756,V17901,2022-04-25,5809,Approved,Transmission
W45757,V15847,2024-05-06,7455,Rejected,Transmission
W45758,V16937,2023-10-26,14285,Approved,Battery
W45759,V19320,2023-05-12,13861,Approved,Engine
W45760,V15164,2024-05-03,8734,Rejected,Brake Pad
W45761,V10437,2023-01-18,9492,Rejected,AC
W45762,V11453,2022-11-17,1607,Approved,Suspension
W45763,V19730,2022-01-09,9035,Approved,Transmission
W45764,V19654,2022-08-18,9499,Rejected,Transmission
W45765,V17339,2024-04-05,2632,Approved,Suspension
W45766,V19607,2022-02-10,5938,Approved,AC
W45767,V18691,2024-02-24,5910,Rejected,Engine
W45768,V12924,2024-09-04,9100,Approved,AC
W45769,V15060,2022-06-23,5839,Rejected,Brake Pad
W45770,V19902,2023-05-05,12036,Approved,Suspension
W45771,V18446,2023-09-04,6196,Approved,Suspension
W45772,V14775,2023-01-27,4553,Approved,Engine
W45773,V18025,2024-06-20,11949,Approved,Battery
W45774,V11646,2023-02-11,8726,Approved,Battery
W45775,V10901,2022-10-28,13992,Approved,Brake Pad
W45776,V13660,2024-07-28,6169,Approved,Transmission
W45777,V13555,2024-05-05,11292,Approved,Suspension
W45778,V13914,2023-03-20,2964,Approved,Brake Pad
W45779,V17584,2023-09-06,11267,Approved,Battery
W45780,V15619,2023-07-27,6164,Approved,Engine
W45781,V15291,2023-06-18,2337,Rejected,Engine
W45782,V14153,2024-03-08,4937,Approved,AC
W45783,V17216,2023-04-01,7588,Approved,AC
W45784,V17246,2024-07-01,4402,Approved,AC
W45785,V16049,2023-10-25,7676,Rejected,AC
W45786,V10598,2023-04-06,7940,Rejected,Brake Pad
W45787,V14391,2022-09-28,3387,Rejected,AC
W45788,V13046,2024-05-06,12567,Approved,Transmission
W45789,V13666,2022-08-28,10369,Approved,Engine
W45790,V12806,2023-02-05,13909,Approved,AC
W45791,V15765,2022-03-25,11242,Approved,Engine
W45792,V10239,2022-03-23,5723,Rejected,Engine
W45793,V13605,2023-01-09,4116,Rejected,Engine
W45794,V15343,2022-03-18,9650,Rejected,Battery
W45795,V14285,2023-06-11,10048,Approved,Battery
W45796,V16310,2022-05-15,10565,Approved,Suspension
W45797,V15133,2024-06-18,14878,Rejected,Battery
W45798,V10453,2023-06-07,13823,Rejected,Transmission
W45799,V19314,2024-02-29,6534,Rejected,Battery
W45800,V15144,2023-07-11,12973,Approved,Battery
W45801,V17740,2022-06-11,6636,Approved,AC
W45802,V17698,2024-08-20,11086,Approved,Brake Pad
W45803,V18558,2024-03-31,11108,Rejected,AC
W45804,V12065,2023-03-03,8048,Approved,Transmission
W45805,V14938,2023-09-08,9205,Rejected,Transmission
W45806,V19027,2024-07-21,3919,Rejected,Battery
W45807,V17525,2024-01-29,13923,Approved,Engine
W45808,V13457,2023-06-29,5170,Approved,AC
W45809,V18467,2024-01-22,13764,Rejected,Brake Pad
W45810,V17843,2023-05-01,7999,Approved,Transmission
W45811,V10163,2022-07-18,3295,Approved,Battery
W45812,V11591,2022-06-30,8044,Approved,AC
W45813,V10567,2023-01-12,5360,Rejected,Transmission
W45814,V15928,2022-05-23,3205,Approved,AC
W45815,V16904,2024-09-24,12019,Rejected,Engine
W45816,V14705,2022-02-18,4954,Rejected,Battery
W45817,V11311,2024-04-01,11086,Rejected,Transmission
W45818,V17645,2024-05-09,1091,Approved,Brake Pad
W45819,V16424,2023-05-02,3748,Approved,Brake Pad
W45820,V10116,2022-08-17,3634,Approved,Suspension
W45821,V13732,2024-04-15,6450,Approved,Transmission
W45822,V17157,2024-02-14,6345,Approved,Transmission
W45823,V12758,2022-06-08,13159,Approved,Engine
W45824,V12847,2023-02-09,7266,Approved,Suspension
W45825,V12500,2022-01-11,10128,Approved,Brake Pad
W45826,V19414,2024-09-08,13595,Approved,AC
W45827,V15062,2022-08-18,11453,Approved,Battery
W45828,V13343,2024-03-09,12873,Rejected,Suspension
W45829,V10648,2022-05-29,9561,Rejected,Brake Pad
W45830,V19441,2023-03-30,10195,Approved,Brake Pad
W45831,V18225,2022-06-22,5307,Rejected,Transmission
W45832,V15571,2024-05-18,11019,Approved,AC
W45833,V18075,2024-05-27,3199,Rejected,AC
W45834,V11546,2024-07-07,9574,Approved,Transmission
W45835,V16863,2023-09-15,5747,Approved,Battery
W45836,V17872,2022-12-25,4784,Approved,Transmission
W45837,V13562,2022-10-23,13712,Approved,Battery
W45838,V10345,2023-04-12,7218,Approved,Brake Pad
W45839,V11249,2023-02-06,2966,Rejected,Transmission
W45840,V15521,2023-06-04,9077,Approved,Suspension
W45841,V13160,2023-05-02,6758,Rejected,Battery
W45842,V16683,2022-02-09,13153,Approved,Battery
W45843,V17792,2022-11-13,4821,Approved,Transmission
W45844,V17603,2023-10-23,8894,Approved,AC
W45845,V11333,2023-01-22,7762,Approved,Suspension
W45846,V19205,2023-08-04,10154,Approved,Suspension
W45847,V13213,2022-05-06,14089,Approved,AC
W45848,V17040,2024-01-06,1406,Approved,AC
W45849,V16084,2023-03-24,3755,Approved,AC
W45850,V13761,2022-01-26,14393,Approved,Suspension
W45851,V14545,2023-08-13,5791,Approved,AC
W45852,V18298,2022-06-28,7698,Approved,Brake Pad
W45853,V15757,2024-08-24,3746,Approved,Suspension
W45854,V16723,2023-12-09,8198,Approved,Suspension
W45855,V16633,2023-04-03,4093,Rejected,Brake Pad
W45856,V17654,2022-01-01,2949,Approved,Brake Pad
W45857,V18939,2023-11-23,4539,Approved,Brake Pad
W45858,V16782,2024-08-15,10220,Approved,AC
W45859,V12109,2022-02-04,1415,Approved,AC
W45860,V10981,2024-05-22,10510,Approved,Suspension
W45861,V19583,2023-10-17,10343,Approved,Battery
W45862,V14871,2022-12-03,9122,Approved,Engine
W45863,V14807,2024-03-14,5957,Rejected,Battery
W45864,V17731,2023-01-01,13714,Approved,Engine
W45865,V13480,2024-02-03,14984,Approved,Transmission
W45866,V11315,2023-12-08,5454,Approved,Battery
W45867,V16865,2022-10-21,10664,Approved,Transmission
W45868,V10087,2023-05-15,9619,Approved,Engine
W45869,V16179,2024-07-24,11351,Rejected,Battery
W45870,V10216,2022-07-17,9140,Rejected,Suspension
W45871,V16776,2024-03-02,1267,Approved,Transmission
W45872,V12220,2023-03-06,12866,Approved,Transmission
W45873,V19199,2022-11-17,4714,Rejected,Transmission
W45874,V16337,2024-07-11,8817,Rejected,Brake Pad
W45875,V12552,2022-02-20,6504,Rejected,Suspension
W45876,V19078,2023-06-12,10768,Approved,Battery
W45877,V19045,2023-09-28,8478,Approved,Engine
W45878,V17705,2024-05-26,3944,Approved,AC
W45879,V14522,2022-09-03,1061,Approved,Transmission
W45880,V12861,2023-01-07,1206,Rejected,Engine
W45881,V17422,2024-08-20,7476,Rejected,Brake Pad
W45882,V19144,2024-05-23,10876,Approved,AC
W45883,V15454,2022-08-28,1563,Approved,Battery
W45884,V13634,2024-05-11,4982,Approved,Engine
W45885,V11991,2023-06-17,12273,Rejected,Suspension
W45886,V17163,2023-01-01,11034,Approved,Brake Pad
W45887,V14003,2022-08-10,13560,Rejected,Suspension
W45888,V12558,2022-07-20,8991,Approved,Engine
W45889,V12616,2024-02-14,2948,Approved,Engine
W45890,V12030,2024-03-20,13736,Approved,Transmission
W45891,V10038,2023-06-15,1738,Approved,AC
W45892,V17672,2024-08-06,13803,Approved,Transmission
W45893,V13221,2022-01-10,10909,Rejected,Suspension
W45894,V10066,2023-05-08,6229,Approved,Battery
W45895,V17791,2024-09-17,6492,Rejected,Battery
W45896,V14830,2023-06-28,12140,Approved,AC
W45897,V12983,2024-02-16,6927,Approved,Battery
W45898,V17908,2022-09-12,8274,Rejected,AC
W45899,V12841,2023-01-05,14815,Approved,Battery
W45900,V19449,2022-12-30,3363,Approved,Suspension
W45901,V12511,2023-10-21,14491,Rejected,Suspension
W45902,V15603,2023-08-18,7836,Approved,Transmission
W45903,V13758,2024-09-03,7170,Rejected,Brake Pad
W45904,V18530,2024-02-18,12152,Approved,Suspension
W45905,V15480,2024-09-02,12442,Approved,Transmission
W45906,V17431,2022-03-08,9450,Rejected,AC
W45907,V14026,2023-08-15,7323,Approved,Brake Pad
W45908,V14664,2022-06-21,11903,Approved,AC
W45909,V12344,2023-04-16,14584,Approved,Engine
W45910,V13566,2022-12-07,8398,Approved,AC
W45911,V13837,2023-05-04,3938,Approved,Brake Pad
W45912,V12606,2023-10-06,7440,Approved,Transmission
W45913,V11018,2022-11-01,12542,Approved,Transmission
W45914,V14712,2022-01-18,7711,Approved,Engine
W45915,V16706,2024-05-14,8469,Rejected,Transmission
W45916,V10231,2022-11-03,14019,Rejected,Suspension
W45917,V14904,2022-05-20,6120,Approved,Brake Pad
W45918,V11435,2023-12-27,13735,Rejected,Transmission
W45919,V18261,2022-10-07,3910,Rejected,Brake Pad
W45920,V15108,2024-08-08,10383,Rejected,Suspension
W45921,V17201,2023-10-20,2323,Approved,Suspension
W45922,V10257,2022-06-30,3231,Approved,Battery
W45923,V13436,2023-08-20,2266,Rejected,Brake Pad
W45924,V19502,2024-05-28,4758,Approved,Transmission
W45925,V15281,2023-01-02,13946,Approved,Battery
W45926,V15311,2024-01-25,14652,Approved,Engine
W45927,V13448,2024-01-27,9168,Approved,Battery
W45928,V11203,2023-07-18,5049,Rejected,Battery
W45929,V16046,2023-01-02,3584,Approved,Brake Pad
W45930,V10380,2024-02-21,11421,Approved,AC
W45931,V17086,2023-08-14,9114,Approved,Engine
W45932,V19661,2023-07-29,8571,Rejected,Transmission
W45933,V19932,2022-12-18,6566,Approved,Brake Pad
W45934,V10840,2022-02-19,13974,Rejected,Engine
W45935,V17107,2022-11-16,2499,Approved,Suspension
W45936,V12409,2023-07-28,12865,Approved,Engine
W45937,V15585,2023-12-04,9600,Approved,AC
W45938,V12754,2022-07-05,13066,Rejected,Battery
W45939,V19969,2023-09-30,1074,Rejected,AC
W45940,V11833,2024-07-20,14345,Approved,AC
W45941,V16082,2022-01-03,8534,Approved,Transmission
W45942,V14192,2023-04-13,14421,Approved,Brake Pad
W45943,V12372,2022-05-14,8850,Rejected,AC
W45944,V19327,2023-08-13,6301,Approved,Suspension
W45945,V15509,2024-04-22,11115,Approved,Transmission
W45946,V10956,2024-05-31,13536,Rejected,Brake Pad
