service_id,vehicle_id,service_date,component_replaced,cost,issue_type
S63343,V11875,2024-07-20,Suspension,4304,Discharge
S63344,V13917,2023-10-26,Suspension,11058,Discharge
S63345,V19313,2022-04-10,AC,2207,Discharge
S63346,V14213,2022-11-26,AC,6833,Overheating
S63347,V13860,2022-04-15,AC,12769,Malfunction
S63348,V16797,2024-01-26,AC,6113,Discharge
S63349,V17172,2023-01-14,Transmission,4904,Discharge
S63350,V14130,2023-02-17,AC,6059,Overheating
S63351,V17193,2022-02-10,Battery,1837,Leakage
S63352,V16971,2022-06-06,Brake Pad,8513,Malfunction
S63353,V11277,2022-04-10,Transmission,5175,Leakage
S63354,V19467,2022-11-23,Battery,5071,Discharge
S63355,V19531,2023-08-29,AC,3157,Overheating
S63356,V19836,2022-07-06,Transmission,2380,Malfunction
S63357,V18670,2022-05-06,Engine,8392,Discharge
S63358,V12322,2022-06-03,Battery,14972,Malfunction
S63359,V14436,2023-08-29,Engine,11645,Overheating
S63360,V19990,2024-04-16,Battery,5822,Leakage
S63361,V14752,2022-08-18,Transmission,13894,Discharge
S63362,V19800,2024-02-14,AC,13428,Discharge
S63363,V18636,2022-01-10,AC,7498,Wear & Tear
S63364,V17942,2022-06-27,Engine,14139,Discharge
S63365,V10881,2023-08-22,AC,9112,Wear & Tear
S63366,V18880,2023-11-21,Suspension,11107,Wear & Tear
S63367,V15134,2022-08-27,Transmission,5274,Malfunction
S63368,V16635,2024-04-20,Transmission,4491,Leakage
S63369,V11945,2024-02-24,AC,1869,Wear & Tear
S63370,V11920,2024-09-24,Brake Pad,8156,Malfunction
S63371,V17518,2023-10-12,Transmission,5551,Discharge
S63372,V15445,2024-03-11,AC,14060,Leakage
S63373,V14174,2022-12-01,AC,1275,Wear & Tear
S63374,V18545,2023-08-05,Brake Pad,14361,Wear & Tear
S63375,V13162,2022-11-30,Brake Pad,12930,Overheating
S63376,V16295,2023-08-30,Engine,9316,Wear & Tear
S63377,V18244,2024-08-23,Suspension,12672,Discharge
S63378,V16711,2024-07-17,Transmission,1598,Discharge
S63379,V12715,2022-08-05,Engine,6640,Wear & Tear
S63380,V14642,2024-01-28,Transmission,5888,Leakage
S63381,V13207,2023-03-06,Suspension,14203,Overheating
S63382,V19034,2022-02-28,Suspension,6249,Malfunction
S63383,V19397,2024-09-15,Suspension,6325,Wear & Tear
S63384,V18347,2024-07-22,Battery,11048,Overheating
S63385,V17469,2022-03-31,Suspension,3091,Discharge
S63386,V18044,2022-02-20,Brake Pad,5740,Overheating
S63387,V18465,2022-12-27,AC,2430,Malfunction
S63388,V19859,2023-05-04,Brake Pad,3991,Discharge
S63389,V14298,2022-12-31,Transmission,5321,Discharge
S63390,V14664,2023-11-25,Suspension,7639,Malfunction
S63391,V12412,2023-02-04,Brake Pad,11497,Wear & Tear
S63392,V12886,2022-11-03,Battery,11333,Overheating
S63393,V17873,2024-01-16,Brake Pad,5101,Malfunction
S63394,V15947,2023-04-20,AC,11073,Overheating
S63395,V14630,2023-02-15,Brake Pad,3848,Overheating
S63396,V10037,2022-03-31,Battery,6448,Malfunction
S63397,V15595,2024-08-15,Transmission,7054,Wear & Tear
S63398,V17361,2022-09-28,Transmission,14180,Overheating
S63399,V19316,2022-06-21,Battery,12186,Overheating
S63400,V12272,2022-07-26,Suspension,13555,Leakage
S63401,V18393,2022-01-23,Suspension,5379,Overheating
S63402,V13772,2024-07-23,Suspension,1365,Wear & Tear
S63403,V17289,2023-02-07,Battery,3757,Leakage
S63404,V18974,2024-02-19,Battery,10449,Discharge
S63405,V13937,2022-09-28,AC,13552,Overheating
S63406,V18013,2024-08-03,Battery,2211,Discharge
S63407,V16504,2024-03-05,AC,10138,Overheating
S63408,V13133,2023-05-07,Battery,6001,Discharge
S63409,V12304,2024-01-12,AC,1902,Discharge
S63410,V12184,2022-10-01,Brake Pad,-4397,Overheating
S63411,V18882,2024-07-04,Battery,13446,Leakage
S63412,V11659,2022-09-15,Battery,-3189,Malfunction
S63413,V18731,2024-08-26,Engine,4147,Overheating
S63414,V12216,2023-06-22,AC,8887,Discharge
S63415,V15147,2023-05-28,Battery,7296,Overheating
S63416,V16150,2022-09-28,Transmission,3750,Overheating
S63417,V16088,2023-04-10,Engine,7034,Wear & Tear
S63418,V15737,2023-09-27,Transmission,1721,Leakage
S63419,V17243,2022-02-25,AC,2144,Leakage
S63420,V12880,2023-03-21,Transmission,3066,Malfunction
S63421,V10015,2023-02-01,Suspension,10357,Discharge
S63422,V16014,2022-09-06,Battery,3049,Wear & Tear
S63423,V18512,2024-03-02,Brake Pad,10072,Discharge
S63424,V10457,2023-11-21,Battery,1128,Malfunction
S63425,V10070,2023-04-25,Brake Pad,9560,Leakage
S63426,V13349,2022-06-27,Engine,6011,Wear & Tear
S63427,V18460,2024-04-15,Transmission,2620,Overheating
S63428,V16962,2023-08-13,Battery,11997,Malfunction
S63429,V19149,2022-06-24,Battery,1419,Leakage
S63430,V11948,2022-04-13,Engine,4789,Overheating
S63431,V12061,2024-07-19,Brake Pad,8191,Malfunction
S63432,V10229,2024-09-16,Battery,14579,Leakage
S63433,V14841,2022-10-23,Engine,-615,Discharge
S63434,V14966,2024-05-23,Battery,7635,Wear & Tear
S63435,V15000,2024-06-05,Suspension,13841,Discharge
S63436,V12412,2023-08-28,Brake Pad,7502,Malfunction
S63437,V13174,2023-03-21,AC,10027,Malfunction
S63438,V10001,2023-09-26,Suspension,13948,Overheating
S63439,V14949,2023-04-20,Battery,9695,Overheating
S63440,V16713,2023-02-13,Suspension,1795,Wear & Tear
S63441,V19965,2022-01-13,Brake Pad,3811,Wear & Tear
S63442,V14677,2022-04-19,Transmission,12816,Wear & Tear
S63443,V18497,2023-04-06,Engine,5505,Malfunction
S63444,V15544,2023-05-15,Suspension,4526,Discharge
S63445,V16992,2022-10-13,Engine,3570,Leakage
S63446,V13585,2023-04-10,Suspension,10553,Discharge
S63447,V17479,2024-08-29,AC,11921,Leakage
S63448,V15591,2022-11-18,Brake Pad,13583,Wear & Tear
S63449,V10899,2022-05-15,Battery,2593,Overheating
S63450,V19569,2023-07-27,Battery,11089,Overheating
S63451,V10564,2022-05-21,Suspension,8997,Leakage
S63452,V11753,2022-09-16,Engine,5876,Leakage
S63453,V17331,2022-09-20,AC,7049,Malfunction
S63454,V19655,2023-03-27,Battery,10143,Malfunction
S63455,V19581,2022-06-23,Battery,5174,Wear & Tear
S63456,V10925,2023-01-25,AC,13917,Wear & Tear
S63457,V10136,2024-02-06,,7390,Wear & Tear
S63458,V16344,2022-03-21,Battery,2563,Malfunction
S63459,V10491,2022-03-25,Suspension,11886,Overheating
S63460,V11637,2023-04-30,Battery,-1312,Leakage
S63461,V17024,2023-12-14,Suspension,10442,Wear & Tear
S63462,V14295,2022-04-01,Engine,8924,Leakage
S63463,V11196,2022-04-22,Suspension,5866,Malfunction
S63464,V13824,2022-12-10,,1371,Malfunction
S63465,V14806,2022-02-18,Engine,10699,Malfunction
S63466,V10974,2023-01-26,Suspension,8684,Malfunction
S63467,V17627,2024-06-01,Battery,10871,Leakage
S63468,V16447,2022-07-05,Suspension,8923,Discharge
S63469,V13654,2024-07-29,Brake Pad,4962,Leakage
S63470,V18251,2023-07-25,Battery,9007,Discharge
S63471,V14199,2022-07-11,Suspension,13295,Discharge
S63472,V10577,2023-02-06,Suspension,1278,Wear & Tear
S63473,V13918,2022-03-20,AC,7735,Overheating
S63474,V19716,2024-09-01,AC,1433,Malfunction
S63475,V11329,2023-11-18,Battery,4516,Malfunction
S63476,V10879,2023-10-02,Engine,2625,Leakage
S63477,V16484,2023-11-27,Battery,4711,Discharge
S63478,V17735,2022-08-06,Transmission,7962,Wear & Tear
S63479,V15236,2023-11-24,Engine,4899,Discharge
S63480,V13440,2023-04-04,Brake Pad,1320,Leakage
S63481,V15924,2022-04-30,Suspension,7755,Overheating
S63482,V11780,2023-04-08,Brake Pad,14791,Overheating
S63483,V10738,2024-08-19,Transmission,5181,Malfunction
S63484,V14122,2024-08-12,Battery,9673,Malfunction
S63485,V16774,2022-03-15,AC,4740,Leakage
S63486,V14143,2022-05-03,AC,10688,Leakage
S63487,V18036,2023-01-23,Transmission,9454,Wear & Tear
S63488,V16629,2024-03-27,Engine,5384,Discharge
S63489,V18175,2024-05-31,Engine,7079,Malfunction
S63490,V16000,2022-03-31,,11416,Overheating
S63491,V12135,2023-11-22,Battery,8525,Discharge
S63492,V18411,2024-05-05,AC,2683,Leakage
S63493,V12634,2023-02-10,Transmission,8553,Leakage
S63494,V14654,2024-09-19,AC,11574,Discharge
S63495,V10295,2024-06-03,Brake Pad,14541,Leakage
S63496,V13652,2023-02-10,Brake Pad,12776,Wear & Tear
S63497,V11919,2024-05-10,Transmission,7414,Overheating
S63498,V15417,2023-04-29,AC,-2282,Overheating
S63499,V17278,2022-10-18,Brake Pad,6467,Discharge
S63500,V14794,2023-12-09,AC,13584,Malfunction
S63501,V10715,2023-09-12,Engine,14221,Malfunction
S63502,V16962,2023-02-03,Engine,12871,Discharge
S63503,V10833,2024-01-22,Engine,9161,Overheating
S63504,V13843,2022-10-02,AC,3752,Discharge
S63505,V19095,2022-11-13,AC,4396,Malfunction
S63506,V12097,2022-02-09,AC,6691,Overheating
S63507,V13793,2024-09-19,AC,3972,Discharge
S63508,V18231,2024-04-17,Transmission,8421,Overheating
S63509,V11777,2022-08-17,,3146,Leakage
S63510,V17912,2023-02-23,Battery,4034,Discharge
S63511,V13918,2024-02-15,AC,4131,Wear & Tear
S63512,V14462,2022-02-26,AC,11666,Leakage
S63513,V19665,2023-02-04,Battery,12959,Overheating
S63514,V14787,2022-06-15,Engine,12892,Malfunction
S63515,V15207,2024-09-09,,1789,Leakage
S63516,V11807,2022-11-06,AC,13524,Leakage
S63517,V15267,2022-09-20,AC,13727,Wear & Tear
S63518,V14009,2023-01-10,Transmission,3663,Leakage
S63519,V18178,2024-04-13,Transmission,2312,Overheating
S63520,V10074,2023-05-14,Brake Pad,4509,Discharge
S63521,V11193,2023-05-12,Battery,3600,Discharge
S63522,V13701,2023-08-21,AC,3829,Malfunction
S63523,V12832,2022-10-27,Engine,2386,Discharge
S63524,V14025,2023-04-30,Transmission,14880,Malfunction
S63525,V11249,2023-07-14,Engine,1754,Leakage
S63526,V17179,2023-05-22,Suspension,4731,Wear & Tear
S63527,V13925,2024-06-02,Battery,11552,Malfunction
S63528,V11179,2022-09-11,Engine,3841,Malfunction
S63529,V10489,2024-09-15,Engine,7148,Leakage
S63530,V11896,2022-12-19,Transmission,14254,Wear & Tear
S63531,V13569,2022-04-18,Suspension,6519,Malfunction
S63532,V15343,2024-08-15,Suspension,12680,Overheating
S63533,V15239,2024-09-22,,14227,Wear & Tear
S63534,V10823,2023-01-16,Transmission,4611,Discharge
S63535,V10075,2023-07-19,Transmission,2502,Wear & Tear
S63536,V15799,2023-08-02,Transmission,6427,Wear & Tear
S63537,V16893,2024-02-26,Engine,9544,Overheating
S63538,V19810,2024-04-10,Engine,8090,Leakage
S63539,V10528,2023-10-02,Battery,7524,Overheating
S63540,V15956,2023-09-20,AC,3586,Malfunction
S63541,V11699,2023-01-09,Transmission,13237,Leakage
S63542,V14351,2022-10-13,Transmission,2415,Leakage
S63543,V16795,2022-01-16,Battery,11829,Discharge
S63544,V13462,2023-12-13,,8639,Leakage
S63545,V11518,2024-06-29,Battery,5805,Overheating
S63546,V15224,2024-08-22,,10653,Leakage
S63547,V17007,2023-10-18,Suspension,9778,Discharge
S63548,V10080,2023-11-07,Engine,13922,Malfunction
S63549,V18520,2022-09-30,Engine,7866,Malfunction
S63550,V11268,2024-03-16,AC,2234,Wear & Tear
S63551,V11961,2022-08-15,Suspension,8422,Malfunction
S63552,V19447,2024-08-25,Brake Pad,3202,Leakage
S63553,V16076,2024-06-16,AC,2001,Malfunction
S63554,V11416,2023-08-19,Battery,11463,Wear & Tear
S63555,V17340,2024-09-06,Battery,11642,Malfunction
S63556,V17520,2023-10-05,AC,2479,Wear & Tear
S63557,V18645,2024-07-27,AC,14090,Malfunction
S63558,V14496,2023-08-16,Battery,9530,Malfunction
S63559,V13901,2023-01-21,AC,7494,Overheating
S63560,V17785,2022-11-09,Transmission,7366,Malfunction
S63561,V19043,2022-08-02,Transmission,9517,Leakage
S63562,V12499,2023-09-04,Battery,10610,Wear & Tear
S63563,V11912,2023-04-26,Battery,1480,Leakage
S63564,V12264,2023-01-12,Transmission,3951,Leakage
S63565,V15581,2022-03-13,Brake Pad,12867,Malfunction
S63566,V19712,2023-03-01,Transmission,11539,Wear & Tear
S63567,V17296,2022-05-10,AC,2619,Overheating
S63568,V17170,2023-05-24,Brake Pad,14175,Leakage
S63569,V14523,2022-02-25,Engine,2761,Wear & Tear
S63570,V15261,2023-05-19,Brake Pad,5607,Leakage
S63571,V17835,2022-07-21,Engine,8569,Leakage
S63572,V16345,2022-09-16,Engine,3269,Malfunction
S63573,V17184,2023-04-10,AC,9883,Discharge
S63574,V10546,2022-06-07,Brake Pad,7217,Malfunction
S63575,V17633,2024-02-21,Battery,-385,Discharge
S63576,V13309,2023-10-14,Suspension,8504,Malfunction
S63577,V14955,2022-12-18,AC,4826,Overheating
S63578,V10113,2023-06-03,Brake Pad,1710,Wear & Tear
S63579,V19697,2022-09-22,Battery,13233,Wear & Tear
S63580,V11697,2023-06-22,Transmission,10496,Wear & Tear
S63581,V11914,2022-09-26,Suspension,11385,Leakage
S63582,V18413,2022-07-22,Brake Pad,7051,Wear & Tear
S63583,V14052,2022-06-03,Battery,5923,Wear & Tear
S63584,V18786,2022-07-21,AC,6075,Discharge
S63585,V10430,2024-01-22,Brake Pad,-3239,Leakage
S63586,V17293,2023-01-09,Suspension,7617,Wear & Tear
S63587,V14974,2022-09-13,Suspension,12333,Discharge
S63588,V11681,2022-08-04,Engine,2205,Discharge
S63589,V12422,2024-07-31,Brake Pad,12857,Wear & Tear
S63590,V13959,2022-01-26,Brake Pad,4557,Leakage
S63591,V16561,2023-08-01,Suspension,5796,Overheating
S63592,V11407,2023-02-19,AC,2917,Leakage
S63593,V19951,2023-12-05,Engine,1077,Overheating
S63594,V10121,2023-11-28,Brake Pad,7915,Leakage
S63595,V17494,2022-01-01,Brake Pad,1462,Overheating
S63596,V14715,2022-03-17,Brake Pad,1941,Discharge
S63597,V15923,2022-06-16,Engine,4347,Malfunction
S63598,V13525,2022-07-28,Brake Pad,11786,Malfunction
S63599,V11795,2023-04-06,Brake Pad,1979,Wear & Tear
S63600,V12966,2022-07-14,AC,8862,Malfunction
S63601,V12807,2024-08-02,Engine,6785,Malfunction
S63602,V12104,2023-06-25,,12326,Malfunction
S63603,V17932,2022-09-30,Engine,11060,Discharge
S63604,V14565,2022-07-23,Transmission,8995,Overheating
S63605,V16494,2023-07-15,Battery,14131,Malfunction
S63606,V16014,2022-05-04,AC,8687,Malfunction
S63607,V10280,2022-04-06,Transmission,2650,Leakage
S63608,V19703,2023-03-23,Engine,11471,Discharge
S63609,V12919,2022-06-24,Suspension,10512,Overheating
S63610,V19466,2024-08-20,Battery,12965,Discharge
S63611,V19941,2024-04-18,Transmission,10986,Discharge
S63612,V16135,2022-03-15,Engine,13762,Discharge
S63613,V10075,2022-02-25,AC,9821,Overheating
S63614,V11406,2022-02-11,Battery,12824,Leakage
S63615,V16321,2023-01-31,Brake Pad,2635,Malfunction
S63616,V12800,2022-01-16,Brake Pad,12763,Overheating
S63617,V18720,2024-08-04,,4956,Leakage
S63618,V13272,2024-02-26,Engine,5254,Leakage
S63619,V18320,2022-02-28,Transmission,8469,Leakage
S63620,V11449,2024-08-24,Brake Pad,3483,Leakage
S63621,V12706,2022-01-29,Engine,1435,Discharge
S63622,V12687,2023-06-26,AC,10330,Malfunction
S63623,V17153,2022-05-15,Transmission,4486,Discharge
S63624,V14439,2023-03-06,AC,14615,Leakage
S63625,V14222,2023-07-12,Suspension,7056,Overheating
S63626,V13820,2022-02-20,Engine,10125,Leakage
S63627,V11009,2023-08-11,Brake Pad,11395,Discharge
S63628,V14343,2022-01-07,Suspension,10767,Malfunction
S63629,V19997,2024-02-22,,1139,Wear & Tear
S63630,V11041,2023-09-28,Suspension,12190,Wear & Tear
S63631,V15443,2022-03-05,Suspension,6291,Malfunction
S63632,V12561,2023-02-17,Battery,12230,Wear & Tear
S63633,V19546,2023-11-10,Transmission,11114,Malfunction
S63634,V18742,2022-10-09,Engine,3024,Malfunction
S63635,V12225,2023-12-06,Battery,13124,Malfunction
S63636,V15070,2024-04-25,Transmission,14013,Discharge
S63637,V14101,2024-04-29,Battery,1619,Discharge
S63638,V18284,2022-01-31,AC,6517,Overheating
S63639,V17927,2024-07-22,Transmission,4307,Leakage
S63640,V17415,2024-02-05,AC,12288,Wear & Tear
S63641,V18550,2023-03-07,Transmission,2402,Malfunction
S63642,V10509,2022-11-04,Engine,12817,Overheating
S63643,V13116,2022-03-22,Engine,3333,Wear & Tear
S63644,V10749,2023-12-16,Transmission,3092,Discharge
S63645,V17926,2024-06-13,Suspension,3721,Malfunction
S63646,V15492,2024-07-20,Engine,6699,Discharge
S63647,V15174,2023-01-23,Battery,12329,Malfunction
S63648,V18637,2022-07-15,Battery,13963,Wear & Tear
S63649,V11842,2022-03-28,Battery,12326,Leakage
S63650,V13489,2022-11-20,Brake Pad,4036,Leakage
S63651,V17311,2022-04-18,Battery,3048,Leakage
S63652,V17893,2023-07-04,Suspension,6191,Discharge
S63653,V13395,2023-03-18,Engine,6964,Overheating
S63654,V17465,2022-08-12,Brake Pad,2143,Discharge
S63655,V10398,2024-03-18,Suspension,10902,Overheating
S63656,V18213,2023-06-03,Battery,7469,Malfunction
S63657,V17410,2023-07-24,Brake Pad,6716,Discharge
S63658,V18114,2023-05-10,AC,7623,Malfunction
S63659,V19156,2022-04-13,Engine,1962,Wear & Tear
S63660,V13066,2023-07-18,Transmission,4253,Leakage
S63661,V15980,2022-02-18,Suspension,4391,Overheating
S63662,V15418,2024-05-05,Transmission,13727,Malfunction
S63663,V10555,2023-03-02,Engine,13365,Discharge
S63664,V17362,2022-12-13,AC,14540,Discharge
S63665,V13157,2023-02-19,Battery,10276,Malfunction
S63666,V14652,2022-06-22,Transmission,7447,Overheating
S63667,V15296,2022-05-15,Battery,4291,Discharge
S63668,V12994,2022-10-28,AC,11547,Malfunction
S63669,V15284,2024-02-29,Battery,14450,Malfunction
S63670,V10536,2023-03-13,Suspension,13123,Leakage
S63671,V16059,2022-09-02,AC,4460,Wear & Tear
S63672,V19925,2023-01-19,Brake Pad,2401,Discharge
S63673,V10858,2023-03-31,AC,13520,Leakage
S63674,V16930,2023-01-26,Battery,4699,Leakage
S63675,V10748,2023-08-15,Battery,12744,Overheating
S63676,V13404,2024-09-15,Engine,5318,Leakage
S63677,V19244,2023-01-25,Suspension,14570,Malfunction
S63678,V11311,2022-06-07,Suspension,-2665,Malfunction
S63679,V11489,2024-08-29,Engine,4869,Overheating
S63680,V15507,2024-07-20,Battery,9792,Overheating
S63681,V10092,2023-02-06,Brake Pad,13485,Leakage
S63682,V14235,2023-09-08,Brake Pad,12475,Overheating
S63683,V19872,2023-05-14,Engine,2403,Wear & Tear
S63684,V10583,2024-07-08,Transmission,14892,Wear & Tear
S63685,V15086,2022-12-09,Battery,1084,Overheating
S63686,V16661,2024-02-10,Suspension,12679,Malfunction
S63687,V12527,2023-10-11,Battery,10225,Discharge
S63688,V13335,2022-06-06,Brake Pad,12505,Wear & Tear
S63689,V13678,2022-06-08,Engine,8633,Malfunction
S63690,V15175,2023-02-13,,-4165,Malfunction
S63691,V16153,2023-02-01,Engine,-3142,Malfunction
S63692,V13011,2022-10-03,Brake Pad,5319,Wear & Tear
S63693,V15574,2023-12-21,Transmission,11330,Overheating
S63694,V17425,2024-03-27,Battery,8983,Discharge
S63695,V11633,2024-08-13,Suspension,5743,Discharge
S63696,V12499,2022-05-06,Transmission,12844,Discharge
S63697,V10763,2023-05-05,AC,6075,Overheating
S63698,V19952,2023-10-03,AC,10399,Discharge
S63699,V12586,2024-02-01,Transmission,5416,Wear & Tear
S63700,V19257,2024-06-08,Battery,8969,Overheating
S63701,V11238,2023-01-03,Transmission,6329,Malfunction
S63702,V18169,2022-09-13,Brake Pad,8905,Wear & Tear
S63703,V19824,2022-03-06,Engine,10335,Malfunction
S63704,V13961,2023-09-07,AC,11268,Wear & Tear
S63705,V19138,2024-07-10,Brake Pad,5386,Discharge
S63706,V17896,2023-08-25,Engine,8103,Overheating
S63707,V17330,2022-11-28,Battery,2020,Wear & Tear
S63708,V19561,2024-05-11,Suspension,10832,Malfunction
S63709,V19728,2024-05-12,AC,2608,Malfunction
S63710,V16766,2022-01-21,Suspension,10972,Malfunction
S63711,V16599,2023-05-10,Engine,5210,Wear & Tear
S63712,V19793,2023-01-22,Engine,11528,Malfunction
S63713,V15336,2022-09-22,Suspension,14416,Malfunction
S63714,V10399,2024-01-14,Engine,5056,Leakage
S63715,V17005,2024-01-31,Brake Pad,2810,Leakage
S63716,V13204,2024-06-22,AC,3286,Leakage
S63717,V14613,2022-06-21,Battery,3393,Malfunction
S63718,V16670,2024-02-12,Suspension,12466,Leakage
S63719,V13485,2022-06-27,Brake Pad,13923,Overheating
S63720,V14264,2022-02-10,Transmission,2547,Overheating
S63721,V16268,2024-07-03,Battery,4149,Discharge
S63722,V16510,2023-03-21,Battery,4998,Discharge
S63723,V14292,2022-10-08,Transmission,10798,Discharge
S63724,V17417,2023-05-16,Battery,11025,Overheating
S63725,V13467,2023-01-23,Battery,13152,Overheating
S63726,V11156,2022-07-17,Suspension,1258,Discharge
S63727,V13880,2022-03-06,Brake Pad,13822,Wear & Tear
S63728,V14923,2023-05-26,AC,2603,Discharge
S63729,V13441,2022-07-12,Transmission,13424,Leakage
S63730,V16649,2024-02-29,Battery,12197,Discharge
S63731,V10539,2024-06-26,Transmission,13327,Discharge
S63732,V18485,2024-05-13,Transmission,1728,Malfunction
S63733,V13968,2022-08-31,Engine,3645,Malfunction
S63734,V17082,2024-05-09,AC,4938,Malfunction
S63735,V11686,2023-08-05,Battery,2639,Wear & Tear
S63736,V10563,2023-02-13,Brake Pad,9586,Leakage
S63737,V16945,2023-07-11,Suspension,2321,Leakage
S63738,V19978,2024-08-14,AC,1292,Wear & Tear
S63739,V13519,2023-05-31,Brake Pad,12871,Wear & Tear
S63740,V12302,2024-08-15,Engine,5085,Malfunction
S63741,V14504,2022-05-09,Battery,7770,Discharge
S63742,V10537,2022-01-12,Suspension,13220,Overheating
S63743,V10061,2023-02-06,Brake Pad,3741,Malfunction
S63744,V19930,2024-09-08,Brake Pad,10630,Wear & Tear
S63745,V19100,2022-09-07,AC,7582,Discharge
S63746,V14206,2022-09-05,AC,5768,Wear & Tear
S63747,V10551,2023-10-06,Suspension,8698,Wear & Tear
S63748,V11092,2023-09-27,Suspension,11939,Overheating
S63749,V15177,2024-03-19,,13236,Discharge
S63750,V13351,2024-01-07,Brake Pad,3172,Overheating
S63751,V18839,2022-03-21,Brake Pad,13915,Overheating
S63752,V19964,2023-07-11,Transmission,5223,Overheating
S63753,V10972,2024-08-21,Battery,9820,Wear & Tear
S63754,V15343,2022-03-24,Transmission,2748,Discharge
S63755,V18727,2022-12-23,AC,10202,Discharge
S63756,V14790,2024-01-27,Battery,1979,Discharge
S63757,V17533,2023-11-17,Suspension,5035,Overheating
S63758,V13501,2023-10-20,Suspension,11237,Wear & Tear
S63759,V15447,2022-10-14,Engine,14930,Overheating
S63760,V11955,2022-02-24,AC,5587,Leakage
S63761,V10674,2023-03-06,Brake Pad,7552,Leakage
S63762,V12892,2022-10-20,Suspension,12895,Discharge
S63763,V16817,2022-01-11,Engine,11755,Leakage
S63764,V17551,2023-04-03,Battery,4543,Wear & Tear
S63765,V12984,2023-06-19,Brake Pad,14151,Leakage
S63766,V18595,2022-10-20,Suspension,13157,Leakage
S63767,V18827,2023-07-01,Battery,3390,Leakage
S63768,V12900,2023-04-17,Transmission,12425,Wear & Tear
S63769,V15540,2022-09-03,Brake Pad,-4352,Malfunction
S63770,V14164,2023-08-08,Suspension,4318,Malfunction
S63771,V15696,2022-10-14,Suspension,1060,Wear & Tear
S63772,V12840,2022-09-11,AC,11067,Discharge
S63773,V10098,2023-06-09,Transmission,14606,Overheating
S63774,V10435,2022-07-06,Suspension,10516,Wear & Tear
S63775,V13337,2023-06-14,Brake Pad,5588,Overheating
S63776,V17576,2023-01-13,Suspension,11755,Discharge
S63777,V12285,2023-03-25,Suspension,6950,Wear & Tear
S63778,V11443,2024-02-23,Battery,6647,Discharge
S63779,V11903,2022-11-10,Battery,4500,Discharge
S63780,V14139,2024-03-28,AC,2797,Wear & Tear
S63781,V17697,2023-05-01,Transmission,4363,Overheating
S63782,V19182,2024-09-19,Transmission,7234,Discharge
S63783,V14355,2022-07-22,Suspension,2664,Wear & Tear
S63784,V15947,2024-03-23,AC,10334,Wear & Tear
S63785,V16389,2024-07-12,Battery,13052,Wear & Tear
S63786,V16078,2022-09-14,AC,4220,Leakage
S63787,V10633,2023-12-07,AC,11710,Wear & Tear
S63788,V11576,2023-11-24,Brake Pad,13024,Discharge
S63789,V10096,2022-01-29,Transmission,5529,Discharge
S63790,V19390,2024-04-30,Transmission,9582,Overheating
S63791,V19387,2024-04-24,AC,11699,Discharge
S63792,V10383,2023-06-23,Engine,3132,Discharge
S63793,V14756,2023-08-28,,4071,Overheating
S63794,V13868,2024-02-24,Battery,8767,Malfunction
S63795,V16381,2022-11-19,Engine,13049,Leakage
S63796,V16932,2024-06-22,Suspension,3732,Wear & Tear
S63797,V16049,2022-03-07,Battery,1874,Wear & Tear
S63798,V10156,2022-12-23,Engine,14368,Overheating
S63799,V12048,2024-01-17,AC,14012,Leakage
S63800,V19894,2023-11-29,Brake Pad,6000,Discharge
S63801,V15604,2023-06-03,Transmission,6386,Discharge
S63802,V16318,2023-07-31,Suspension,6490,Leakage
S63803,V13513,2023-03-30,Battery,10946,Overheating
S63804,V19950,2023-08-01,Transmission,1621,Discharge
S63805,V19545,2023-04-10,Engine,12698,Wear & Tear
S63806,V13340,2022-06-30,Engine,1399,Overheating
S63807,V14698,2024-04-18,Suspension,11822,Wear & Tear
S63808,V15496,2022-05-29,Engine,13517,Overheating
S63809,V14506,2023-04-18,Engine,4453,Discharge
S63810,V12515,2022-06-01,Transmission,10228,Malfunction
S63811,V12474,2023-03-26,AC,12344,Malfunction
S63812,V11608,2024-01-06,Transmission,4130,Wear & Tear
S63813,V13551,2023-07-23,Suspension,11050,Leakage
S63814,V17956,2022-11-20,Engine,10610,Leakage
S63815,V15321,2024-07-28,Battery,11680,Malfunction
S63816,V15565,2024-03-29,Brake Pad,13715,Leakage
S63817,V18414,2022-08-04,AC,8469,Leakage
S63818,V12254,2023-02-23,Transmission,12323,Overheating
S63819,V15907,2023-08-24,Battery,10821,Wear & Tear
S63820,V14214,2023-06-15,Battery,3452,Discharge
S63821,V11560,2023-10-05,Battery,1538,Malfunction
S63822,V19702,2023-10-05,,14420,Leakage
S63823,V18388,2024-09-11,AC,11502,Wear & Tear
S63824,V18738,2023-12-18,AC,8763,Leakage
S63825,V17436,2023-04-06,Transmission,11753,Discharge
S63826,V10945,2024-06-14,Engine,1385,Overheating
S63827,V16408,2024-04-28,Engine,12524,Overheating
S63828,V18138,2023-10-18,AC,8972,Leakage
S63829,V12431,2022-08-18,Battery,6144,Malfunction
S63830,V16013,2023-09-09,Brake Pad,14127,Wear & Tear
S63831,V15233,2022-09-04,Transmission,5365,Wear & Tear
S63832,V14321,2023-05-15,Battery,4597,Leakage
S63833,V11703,2023-10-10,Transmission,10184,Leakage
S63834,V12824,2023-06-06,Transmission,10218,Leakage
S63835,V16114,2022-05-11,Transmission,7798,Wear & Tear
S63836,V15214,2023-02-09,AC,4282,Overheating
